,result,table,_start,_stop,_time,_value,_field,_measurement,sensor
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:20:11.574678663Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:20:19.610220676Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:20:27.637591167Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:20:35.665802055Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:20:43.693398602Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:20:52.028784826Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:20:59.559861816Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:21:07.586766617Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:21:15.616047643Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:21:23.645041505Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:21:31.959666802Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:21:39.492036202Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:21:47.521844546Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:21:55.553151847Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:22:03.580305557Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:22:12.00011653Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:22:19.534664408Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:22:27.5631679Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:22:35.592597854Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:22:43.621571402Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:22:51.837871084Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:22:59.870331364Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:23:07.897925894Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:23:15.930779209Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:23:23.960065827Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:23:32.177708917Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:23:39.705054664Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:23:47.73306581Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:23:55.769970704Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:24:03.798961093Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:24:11.826127442Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:24:19.857357073Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:24:27.884804469Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:24:35.913697925Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:24:43.940996948Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:24:51.962507673Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:24:59.990757952Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:25:08.023426319Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:25:15.55892958Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:25:23.587316332Z,0,alerts,suricata_stats,bravo
